NDMI,MSAVI,SI,Slope,TWI,VH,NDWI,label
-0.035339065,0.07519531,-0.15544115,0.031595018,7.5029826,-60.0,-0.08325513,0
-0.031003812,0.0703125,-0.14832103,0.06051521,6.853087,-60.0,-0.07818465,0
-0.034866367,0.068115234,-0.1481601,0.03694015,7.346683,-60.0,-0.07853244,0
-0.03546627,0.076416016,-0.15882002,0.0216435,7.881277,-60.0,-0.08555478,0
-0.014543194,0.06713867,-0.1374462,0.011628532,8.502521,-60.0,-0.07338207,0
-0.034883723,0.07788086,-0.14482759,0.062255424,6.824736,-60.0,-0.08036219,0
-0.0030614475,0.0703125,-0.13747504,0.031249953,7.513964,-60.0,-0.07460224,0
-0.031000886,0.076171875,-0.15340011,0.07482786,6.6407914,-60.0,-0.08316832,0
-0.049169436,0.079589844,-0.1583918,0.028463682,7.607353,-60.0,-0.08890298,0
-0.01920904,0.07324219,-0.14225556,0.026104009,7.693893,-60.0,-0.07919931,0
-0.0012126112,0.06982422,-0.13583085,0.021720935,7.8777056,-60.0,-0.07563391,0
-0.046887852,0.07470703,-0.15558511,0.009569071,8.697446,-60.0,-0.08286604,0
-0.03207155,0.076171875,-0.1407581,0.04839367,7.076613,-60.0,-0.08004032,0
-0.03468208,0.07006836,-0.15685305,0.03362617,7.4406776,-60.0,-0.08307597,0
-0.038862806,0.06958008,-0.13506854,0.044871498,7.1521792,-60.0,-0.07278021,0
-0.034138016,0.07763672,-0.15818714,0.029485853,7.5720716,-60.0,-0.087141484,0
-0.020863105,0.07910156,-0.15295306,0.016944138,8.1260605,-60.0,-0.08314891,0
-0.028939752,0.075683594,-0.1450287,0.08632536,6.497858,-60.0,-0.078451425,0
-0.03533606,0.080566406,-0.15,0.05903676,6.8778214,-60.0,-0.08401084,0
-0.026496565,0.0769043,-0.14285715,0.051583387,7.0127826,-60.0,-0.07909868,0
-0.030325174,0.064208984,-0.13128729,0.02894488,7.5905886,-60.0,-0.07102502,1
-0.032364894,0.080566406,-0.15238437,0.042255364,7.2122507,-60.0,-0.0836143,0
-0.02957533,0.067871094,-0.14035349,0.053268977,6.980628,-60.0,-0.07519955,0
-0.031094704,0.0793457,-0.14940205,0.011191663,8.540813,-60.0,-0.08214399,0
-0.010131028,0.072509766,-0.13436532,0.059883498,6.863581,-60.0,-0.07307073,1
-0.023012076,0.07128906,-0.1377023,0.046536986,7.1157346,-60.0,-0.07644032,0
-0.033678755,0.064697266,-0.14347026,0.04580546,7.131579,-60.0,-0.07570296,0
-0.036911327,0.072509766,-0.15836027,0.049445603,7.055109,-60.0,-0.084049664,0
-0.03479421,0.076660156,-0.15132223,0.0219793,7.865881,-60.0,-0.08328534,0
-0.036973763,0.07299805,-0.14526193,0.0028861638,9.896054,-60.0,-0.076965064,0
-0.0399703,0.06567383,-0.1425626,0.021511888,7.8873763,-60.0,-0.07645345,0
-0.044903778,0.08081055,-0.16218561,0.017498992,8.093839,-60.0,-0.09002169,0
-0.004573707,0.068359375,-0.13248833,0.078959174,6.5870504,-60.0,-0.07334345,1
-0.017594539,0.07543945,-0.13881278,0.07549836,6.6318707,-60.0,-0.07639188,0
-0.03175057,0.072509766,-0.14396755,0.06264082,6.8185644,-60.0,-0.077682264,0
-0.035432275,0.080078125,-0.1515591,0.0436994,7.1786475,-60.0,-0.08568824,0
-0.037882112,0.08251953,-0.15060346,0.07004195,6.7068872,-60.0,-0.08172998,0
-0.028308276,0.06933594,-0.1472893,0.013215976,8.374556,-60.0,-0.07895924,0
-0.0098399175,0.067871094,-0.12441628,0.06288926,6.814606,-60.0,-0.06727877,1
-0.027764706,0.07421875,-0.15225878,0.0375501,7.330306,-60.0,-0.08224201,0
-0.041808173,0.08203125,-0.16172086,0.02293168,7.823463,-60.0,-0.089190625,0
-0.029131357,0.06982422,-0.1492163,0.036841553,7.3493557,-60.0,-0.08045977,0
-0.033386327,0.076171875,-0.14794336,0.020098006,7.955362,-60.0,-0.08295166,0
-0.030779306,0.0703125,-0.15210961,0.03977272,7.272801,-60.0,-0.08282119,0
-0.032258064,0.07519531,-0.15296629,0.005870659,9.186015,-60.0,-0.083715595,0
-0.014496285,0.0715332,-0.14265537,0.032134723,7.486045,-60.0,-0.07665691,0
-0.035549525,0.06933594,-0.14682156,0.056537375,6.92108,-60.0,-0.0776228,0
-0.034895774,0.08154297,-0.15954061,0.011361969,8.52571,-60.0,-0.088170364,0
-0.030676527,0.07055664,-0.14419657,0.034878593,7.404109,-60.0,-0.07601094,0
-0.037522666,0.07543945,-0.1521122,0.050051127,7.042937,-60.0,-0.08252275,0
-0.03443942,0.07324219,-0.15120636,0.019102568,8.00616,-60.0,-0.08121041,0
-0.024938766,0.072753906,-0.13445596,0.056123503,6.928427,-60.0,-0.07354744,1
-0.03977771,0.08105469,-0.15071854,0.03217309,7.484852,-60.0,-0.082069874,0
-0.04915301,0.07299805,-0.14152358,0.019321578,7.9947596,-60.0,-0.07588374,0
-0.017529216,0.0625,-0.12649545,0.013295149,8.368583,-60.0,-0.0675737,1
-0.019923372,0.07055664,-0.13420041,0.1075953,6.277604,-60.0,-0.072536685,1
-0.02182913,0.076660156,-0.14191563,0.06421662,6.79372,-60.0,-0.08066528,0
0.00072072074,0.053222656,-0.10198413,0.020760827,7.9229145,-60.0,-0.05189394,1
-0.0020461057,0.063964844,-0.118996635,0.039516237,7.2792706,-60.0,-0.06337209,1
-0.03178356,0.07543945,-0.1569366,0.067791134,6.7395506,-60.0,-0.085075065,0
-0.034989417,0.07055664,-0.13669698,0.042389072,7.2090917,-60.0,-0.07415108,0
-0.014000271,0.0715332,-0.13008256,0.09668934,6.384478,-60.0,-0.071175426,1
0.0029787235,0.06640625,-0.13412727,0.030380053,7.542196,-60.0,-0.07404876,1
0.0011621765,0.068359375,-0.13240919,0.0431929,7.1903057,-60.0,-0.072916664,1
-0.04283405,0.071777344,-0.1415261,0.07796841,6.599678,-60.0,-0.0753632,0
-0.030761473,0.06542969,-0.13142017,0.12827206,6.101827,-60.0,-0.07060298,1
-0.034254145,0.07446289,-0.15398581,0.039740443,7.273613,-60.0,-0.08386297,0
-0.031015508,0.07324219,-0.15057915,0.022572512,7.839249,-60.0,-0.080764405,0
-0.039167352,0.071777344,-0.14322959,0.034912687,7.403132,-60.0,-0.07772657,0
-0.013027744,0.0703125,-0.12948647,0.020127196,7.9539104,-60.0,-0.0710826,1
-0.042093568,0.07348633,-0.14033799,0.041413706,7.2323704,-60.0,-0.07509005,0
-0.01643899,0.07080078,-0.13979071,0.032442067,7.4765263,-60.0,-0.07626045,0
-0.035233997,0.06665039,-0.14527458,0.04376887,7.177059,-60.0,-0.077177174,0
-0.02284797,0.06738281,-0.14120871,0.023058146,7.817963,-60.0,-0.07587707,0
-0.053835426,0.07519531,-0.14439946,0.02616044,7.691734,-60.0,-0.076825395,0
-0.021387134,0.07324219,-0.13201122,0.019746749,7.9729934,-60.0,-0.07576623,1
-0.035928145,0.07324219,-0.15664533,0.054860927,6.9511805,-60.0,-0.08433382,0
-0.029381024,0.07861328,-0.14981428,0.05140596,7.0162277,-60.0,-0.08320373,0
-0.024521882,0.06542969,-0.13625804,0.121378995,6.157063,-60.0,-0.07332817,0
-0.03198699,0.07080078,-0.14381807,0.05177529,7.009069,-60.0,-0.07641296,0
-0.033993278,0.06738281,-0.14526129,0.009921252,8.6613035,-60.0,-0.07735037,0
-0.032818288,0.07373047,-0.15193917,0.010858357,8.571047,-60.0,-0.08153649,0
0.0016192459,0.06689453,-0.12716387,0.0143314935,8.293523,-60.0,-0.06939985,1
-0.027051672,0.0690918,-0.15351352,0.038778424,7.298118,-60.0,-0.08160162,0
-0.022272026,0.072753906,-0.13238157,0.06788718,6.7381344,-60.0,-0.07170275,1
-0.03887986,0.071777344,-0.13761468,0.026604014,7.67492,-60.0,-0.07434321,0
-0.026120786,0.07714844,-0.14394516,0.02655816,7.6766453,-60.0,-0.08190986,0
-0.027008701,0.072265625,-0.1422128,0.06520743,6.7784085,-60.0,-0.07867702,0
-0.024480712,0.07397461,-0.14797032,0.05239688,6.997135,-60.0,-0.07963875,0
-0.041089565,0.079589844,-0.15904018,0.025699696,7.709503,-60.0,-0.08729224,0
-0.035732135,0.068603516,-0.13200352,0.0100667095,8.646749,-60.0,-0.0710519,1
-0.03348182,0.080566406,-0.14876175,0.0319391,7.4921513,-60.0,-0.08152436,0
-0.030092914,0.075683594,-0.142064,0.14993162,5.945801,-60.0,-0.07865515,0
-0.033504378,0.08129883,-0.15387388,0.042580754,7.20458,-60.0,-0.08377052,0
-0.036562845,0.07373047,-0.13898996,0.12846097,6.1003556,-60.0,-0.07573883,0
-0.034546413,0.076660156,-0.15361588,0.007676339,8.91784,-60.0,-0.08377738,0
-0.0328334,0.07788086,-0.152657,0.026072605,7.695097,-60.0,-0.083724454,0
-0.040351294,0.07739258,-0.15365958,0.026626823,7.674063,-60.0,-0.08522346,0
-0.035528466,0.06542969,-0.15117104,0.019689212,7.975911,-60.0,-0.07899551,0
-0.030830968,0.07910156,-0.14606482,0.03418547,7.4241815,-60.0,-0.08265909,0
-0.022281982,0.076660156,-0.1491139,0.026209202,7.689872,-60.0,-0.08309395,0
-0.013161503,0.0690918,-0.12980694,0.10563398,6.296001,-60.0,-0.07017544,1
-0.034709908,0.076416016,-0.15279879,0.024788888,7.745587,-60.0,-0.08531548,0
-0.017823536,0.078125,-0.1481817,0.06863734,6.727145,-60.0,-0.08274347,0
-0.038637053,0.07714844,-0.14936954,0.080072656,6.573047,-60.0,-0.08280982,0
-0.026868997,0.079589844,-0.14590164,0.055910647,6.932227,-60.0,-0.07987023,0
-0.022686504,0.072753906,-0.14970209,0.05263911,6.9925227,-60.0,-0.08264173,0
-0.023748001,0.068603516,-0.14125432,0.09875982,6.3632903,-60.0,-0.07579661,0
-0.01798736,0.07543945,-0.14609928,0.019732853,7.973697,-60.0,-0.08050281,0
-0.044833243,0.072509766,-0.13996737,0.013989542,8.317672,-60.0,-0.07507692,0
-0.032726314,0.075683594,-0.15578681,0.04845156,7.0754175,-60.0,-0.0836783,0
-0.023613691,0.06933594,-0.14606042,0.028898584,7.59219,-60.0,-0.07807236,0
-0.02503265,0.0703125,-0.1452314,0.02319964,7.8118453,-60.0,-0.077848636,0
-0.024942145,0.075927734,-0.14717895,0.029363478,7.5762305,-60.0,-0.08034188,0
-0.022755576,0.07324219,-0.14179894,0.021931019,7.86808,-60.0,-0.07738392,0
-0.027673481,0.075927734,-0.14566606,0.035329804,7.3912554,-60.0,-0.08051306,0
-0.041941073,0.079589844,-0.16020708,0.024704844,7.748983,-60.0,-0.08790344,0
-0.032258064,0.072509766,-0.14916629,0.024282733,7.7662168,-60.0,-0.08035588,0
-0.048902474,0.07470703,-0.15798377,0.009706678,8.683168,-60.0,-0.08442896,0
-0.034166873,0.06689453,-0.14432386,0.13440488,6.055124,-60.0,-0.077029265,0
-0.04080507,0.064208984,-0.14913295,0.068321094,6.7317634,-60.0,-0.07875969,0
-0.020064725,0.06933594,-0.12917662,0.068015836,6.7362413,-60.0,-0.071630806,1
-0.039781272,0.0715332,-0.15355559,0.053948745,6.9679475,-60.0,-0.08294789,0
-0.034957767,0.08105469,-0.16358508,0.012422389,8.436481,-60.0,-0.08933549,0
-0.021961596,0.075683594,-0.14466424,0.03806083,7.3167963,-60.0,-0.08040137,0
-0.043875493,0.079589844,-0.15429011,0.0208451,7.9188633,-60.0,-0.08669403,0
-0.036134455,0.06298828,-0.14642678,0.017799055,8.076837,-60.0,-0.07598499,0
-0.034340836,0.067871094,-0.13757576,0.06603419,6.765809,-60.0,-0.07533658,0
-0.036553524,0.07714844,-0.15837388,0.05753744,6.903546,-60.0,-0.085134536,0
-0.03148358,0.07128906,-0.1477654,0.04563313,7.135348,-60.0,-0.07966166,0
-0.01989902,0.07763672,-0.14862514,0.0031076232,9.822124,-60.0,-0.08125819,0
-0.040623404,0.07421875,-0.15502922,0.020280471,7.946324,-60.0,-0.083694085,0
-0.037964568,0.07128906,-0.1405559,0.0066752443,9.057576,-60.0,-0.076304026,0
-0.03675985,0.07861328,-0.15294428,0.039440926,7.281178,-60.0,-0.08518289,0
-0.0393134,0.078125,-0.14672835,0.04351735,7.182822,-60.0,-0.08082853,0
0.0125605995,0.064453125,-0.12746902,0.02659295,7.675336,-60.0,-0.069848664,1
-0.036411084,0.07543945,-0.15404078,0.03547451,7.387168,-60.0,-0.083112165,0
-0.038832277,0.09033203,-0.15562914,0.017945148,8.068663,-60.0,-0.09096593,0
-0.024779959,0.07104492,-0.15379687,0.028177932,7.617443,-60.0,-0.08186871,0
-0.040785115,0.07763672,-0.15482584,0.08217745,6.5471005,-60.0,-0.0858462,0
-0.037458193,0.07763672,-0.15566859,0.05498996,6.948831,-60.0,-0.085218705,0
-0.04259928,0.080078125,-0.14864865,0.034083806,7.42716,-60.0,-0.08086078,0
-0.030691585,0.067871094,-0.14686894,0.019102527,8.006162,-60.0,-0.077319585,0
-0.031866014,0.08178711,-0.15,0.016030485,8.18149,-60.0,-0.08396947,0
-0.04060984,0.07446289,-0.14602649,0.027345944,7.6474137,-60.0,-0.07920174,0
-0.028485002,0.06713867,-0.14260302,0.08420503,6.522727,-60.0,-0.07578506,0
-0.026173772,0.06958008,-0.14808334,0.080958076,6.5620503,-60.0,-0.078118,0
-0.0043022614,0.06982422,-0.13964647,0.012337703,8.443322,-60.0,-0.076317675,0
-0.025930755,0.07910156,-0.15255399,0.046224404,7.122474,-60.0,-0.08381689,0
-0.046715505,0.08081055,-0.16086575,0.018195078,8.0548315,-60.0,-0.088739544,0
-0.0064867125,0.076171875,-0.139976,0.05867205,6.8840184,-60.0,-0.07811081,0
-0.031485967,0.079833984,-0.14753544,0.0631429,6.810581,-60.0,-0.08179504,0
-0.044322874,0.07128906,-0.15053764,0.0220734,7.861609,-60.0,-0.08203767,0
-0.013691619,0.071777344,-0.13453047,0.102118835,6.329844,-60.0,-0.073986344,1
-0.011913626,0.07397461,-0.13321947,0.057887144,6.8974867,-60.0,-0.07319046,1
-0.03767972,0.06762695,-0.14580874,0.038883142,7.295421,-60.0,-0.07788421,0
-0.006350267,0.056640625,-0.11327467,0.03049446,7.538437,-60.0,-0.05819541,1
-0.019404603,0.075927734,-0.14527027,0.024896143,7.741269,-60.0,-0.081052355,0
-0.011830635,0.07128906,-0.1365481,0.010095658,8.643877,-60.0,-0.07532468,0
-0.03252538,0.07763672,-0.14601228,0.03926571,7.28563,-60.0,-0.0826475,0
-0.031380754,0.079833984,-0.14990243,0.03418702,7.424136,-60.0,-0.08195627,0
-0.034796193,0.080566406,-0.15088908,0.05488224,6.9507923,-60.0,-0.08337319,0
-0.01002331,0.0703125,-0.14320323,0.014514769,8.280815,-60.0,-0.07750856,0
-0.034920637,0.06713867,-0.15379538,0.03000698,7.554552,-60.0,-0.080680065,0
-0.033165827,0.07446289,-0.15416917,0.02910974,7.5849094,-60.0,-0.08348585,0
-0.046772547,0.076171875,-0.14590997,0.05885613,6.880886,-60.0,-0.07793706,0
-0.011023622,0.0625,-0.12660174,0.031224411,7.514782,-60.0,-0.06880622,1
-0.025742017,0.07885742,-0.14460419,0.031983856,7.490751,-60.0,-0.07982538,0
-0.032397877,0.07324219,-0.14369877,0.05830804,6.890242,-60.0,-0.07967598,0
-0.034492273,0.07885742,-0.14571054,0.051539633,7.013631,-60.0,-0.081273176,0
-0.01521511,0.068115234,-0.12766597,0.09611307,6.3904557,-60.0,-0.06875445,1
-0.03521337,0.07739258,-0.14199929,0.008218537,8.84959,-60.0,-0.07964602,0
-0.030688347,0.071777344,-0.1471567,0.03414685,7.4253116,-60.0,-0.079079896,0
-0.02614044,0.076660156,-0.14320096,0.021344531,7.8951864,-60.0,-0.07832009,0
-0.03605366,0.07861328,-0.15100951,0.031679917,7.500299,-60.0,-0.082208976,0
-0.017406963,0.067871094,-0.12566616,0.07881063,6.588934,-60.0,-0.06697083,1
-0.025659824,0.07348633,-0.14816415,0.014559415,8.277744,-60.0,-0.08151363,0
-0.033125706,0.080566406,-0.14905788,0.046084613,7.125503,-60.0,-0.08223736,0
-0.038618926,0.07519531,-0.15839754,0.040198807,7.2621446,-60.0,-0.08500505,0
-0.03115999,0.08496094,-0.15860341,0.043025345,7.194193,-60.0,-0.089036055,0
-0.033448108,0.07006836,-0.13321799,0.06564087,6.7717834,-60.0,-0.072013095,1
-0.021016546,0.07714844,-0.14664805,0.016405595,8.15836,-60.0,-0.080440864,0
-0.012227284,0.07763672,-0.14843206,0.059730355,6.8661413,-60.0,-0.08150676,0
-0.024839452,0.061035156,-0.12827702,0.079498716,6.5802407,-60.0,-0.0685077,1
-0.045479156,0.072021484,-0.14424793,0.08468662,6.517024,-60.0,-0.075984135,0
-0.028326655,0.06982422,-0.15373257,0.033813115,7.4351335,-60.0,-0.082345694,0
-0.01859182,0.07324219,-0.14130284,0.024196826,7.7697606,-60.0,-0.077997364,0
-0.033840116,0.07470703,-0.150869,0.019603593,7.9802694,-60.0,-0.08078453,0
-0.035385184,0.076660156,-0.14204669,0.017803825,8.076569,-60.0,-0.080958284,0
-0.029131286,0.07348633,-0.15439577,0.03257419,7.4724617,-60.0,-0.08338192,0
-0.03202944,0.07836914,-0.15236086,0.008464486,8.820103,-60.0,-0.08196222,0
-0.03545528,0.076416016,-0.15633553,0.017795764,8.077022,-60.0,-0.08423913,0
-0.011790879,0.071777344,-0.14029008,0.041542508,7.2292647,-60.0,-0.07632663,0
-0.011220673,0.06982422,-0.13446034,0.024864554,7.742539,-60.0,-0.07398745,1
-0.024532426,0.072753906,-0.14824875,0.014988027,8.248731,-60.0,-0.07956989,0
-0.021747425,0.0637207,-0.13786982,0.01778118,8.077842,-60.0,-0.07235467,0
-0.03424808,0.076171875,-0.14826415,0.024748418,7.7472205,-60.0,-0.082964055,0
-0.029335635,0.06591797,-0.14795919,0.06904374,6.7212415,-60.0,-0.07879175,0
-0.02669183,0.06762695,-0.14494133,0.054140896,6.964392,-60.0,-0.076968975,0
-0.03465063,0.08129883,-0.14874765,0.023584263,7.7954025,-60.0,-0.082878254,0
-0.0457309,0.0793457,-0.15575476,0.041838896,7.2221556,-60.0,-0.084898576,0
-0.01923793,0.07006836,-0.13274083,0.17562954,5.7876024,-60.0,-0.07174827,1
-0.024295432,0.068847656,-0.14464872,0.02400312,7.777798,-60.0,-0.07739772,0
-0.018977163,0.068847656,-0.13777667,0.045225576,7.144319,-60.0,-0.074953005,0
-0.033285845,0.07861328,-0.16297913,0.036357503,7.3625817,-60.0,-0.08820528,0
-0.031665254,0.075927734,-0.14759591,0.05362879,6.973896,-60.0,-0.080782585,0
-0.034457207,0.0715332,-0.14801762,0.012788909,8.407404,-60.0,-0.07908903,0
-0.030759703,0.07470703,-0.1473607,0.040403947,7.257055,-60.0,-0.08154803,0
-0.013212043,0.072753906,-0.14199774,0.025712445,7.7090073,-60.0,-0.07732324,0
-0.035333708,0.06958008,-0.14934848,0.018954532,8.013939,-60.0,-0.07955437,0
-0.032924466,0.079589844,-0.15018427,0.028760465,7.5969806,-60.0,-0.08315257,0
-0.013368984,0.068847656,-0.13337271,0.008601976,8.80399,-60.0,-0.07339449,1
-0.027063599,0.07421875,-0.13910012,0.052253067,6.999883,-60.0,-0.075864136,0
-0.018189788,0.06982422,-0.13835599,0.04051729,7.2542534,-60.0,-0.07524301,0
-0.04,0.07128906,-0.14098361,0.03636374,7.36241,-60.0,-0.076233186,0
-0.03944799,0.072753906,-0.15660761,0.038393762,7.3080873,-60.0,-0.08404349,0
-0.04425987,0.076660156,-0.14550662,0.03095812,7.523347,-60.0,-0.08024691,0
-0.036427144,0.07763672,-0.15386914,0.050796695,7.0281506,-60.0,-0.08422235,0
-0.02403542,0.071777344,-0.14480029,0.040441286,7.2561307,-60.0,-0.07876952,0
-0.037471045,0.07495117,-0.1553811,0.01956469,7.982256,-60.0,-0.08393432,0
-0.022029528,0.07373047,-0.14234875,0.019367,7.9924116,-60.0,-0.078294575,0
-0.045319874,0.08251953,-0.16092874,0.0424938,7.2066236,-60.0,-0.089815855,0
-0.033671834,0.068359375,-0.14848341,0.072689116,6.6697903,-60.0,-0.07811568,0
-0.0465709,0.078125,-0.15948154,0.026164968,7.6915607,-60.0,-0.0873299,0
-0.012645319,0.07421875,-0.14013189,0.019502822,7.985423,-60.0,-0.07865419,0
-0.0116949435,0.059814453,-0.11815132,0.048700113,7.0703006,-60.0,-0.061946902,1
-0.024252534,0.06689453,-0.13645194,0.059714142,6.866413,-60.0,-0.073404856,0
0.0012384491,0.06738281,-0.12334331,0.013911572,8.323261,-60.0,-0.0699379,1
-0.03424291,0.068115234,-0.14475979,0.13392755,6.0586815,-60.0,-0.07664778,0
-0.03196107,0.07324219,-0.15378585,0.05507337,6.9473157,-60.0,-0.081716634,0
-0.030222517,0.07519531,-0.14990811,0.03496931,7.401511,-60.0,-0.081615016,0
-0.04513064,0.07763672,-0.15126269,0.025947774,7.6998963,-60.0,-0.08342521,0
-0.042001378,0.07373047,-0.14907089,0.036212422,7.36658,-60.0,-0.0812071,0
-0.030044064,0.07543945,-0.15301587,0.110144325,6.2541895,-60.0,-0.08337062,0
-0.042223025,0.07763672,-0.15007944,0.06454899,6.7885575,-60.0,-0.08341271,0
-0.032919727,0.083984375,-0.14908981,0.02930163,7.578339,-60.0,-0.08478909,0
-0.034465346,0.064697266,-0.14030118,0.028930899,7.591072,-60.0,-0.07400646,0
-0.025970548,0.068115234,-0.13051584,0.061830632,6.831583,-60.0,-0.07078734,1
-0.0345339,0.075683594,-0.1464151,0.052185133,7.0011845,-60.0,-0.08229426,0
-0.0067698257,0.05517578,-0.11167238,0.03410195,7.4266276,-60.0,-0.05785408,1
-0.032976568,0.07910156,-0.15176572,0.022385348,7.8475757,-60.0,-0.08292841,0
-0.0298284,0.078125,-0.15618995,0.029757824,7.56289,-60.0,-0.08584687,0
-0.015257629,0.07299805,-0.13392857,0.11425238,6.217571,-60.0,-0.07406902,1
-0.035045743,0.06689453,-0.14879356,0.016496057,8.152861,-60.0,-0.078326516,0
-0.016196914,0.06762695,-0.12893312,0.08512915,6.511812,-60.0,-0.071240105,1
-0.04372855,0.07714844,-0.15342502,0.004603089,9.429255,-60.0,-0.08544861,0
-0.033254854,0.079833984,-0.15465729,0.034164432,7.424797,-60.0,-0.0848745,0
-0.035058025,0.08154297,-0.16610664,0.015737819,8.199916,-60.0,-0.09192886,0
-0.029815147,0.07788086,-0.1473907,0.06383795,6.799634,-60.0,-0.07998672,0
-0.026412234,0.06567383,-0.14404514,0.04740335,7.097289,-60.0,-0.07672956,0
-0.03620945,0.072021484,-0.155025,0.043676674,7.1791677,-60.0,-0.082552165,0
-0.028359734,0.061035156,-0.12831923,0.08255262,6.5425453,-60.0,-0.06765862,1
-0.031182213,0.080566406,-0.15202321,0.029211355,7.5814247,-60.0,-0.083712466,0
-0.01660973,0.06982422,-0.14043716,0.00941493,8.713685,-60.0,-0.07605053,0
-0.012158055,0.059326172,-0.11876076,0.083554804,6.530479,-60.0,-0.062438704,1
-0.019989194,0.07714844,-0.14195782,0.07229172,6.675272,-60.0,-0.07895911,0
-0.036389157,0.08154297,-0.15148386,0.02404323,7.776129,-60.0,-0.08511673,0
-0.039085545,0.07519531,-0.14131387,0.055955775,6.9314203,-60.0,-0.07715624,0
-0.039008006,0.07055664,-0.13639835,0.05992096,6.8629556,-60.0,-0.07328332,0
-0.02076655,0.0769043,-0.1407696,0.04375338,7.177413,-60.0,-0.07744211,0
-0.035028856,0.075683594,-0.15576273,0.072144575,6.6773095,-60.0,-0.08528302,0
-0.036434207,0.07128906,-0.14951456,0.043614898,7.180583,-60.0,-0.07998877,0
-0.03676374,0.0690918,-0.1372122,0.027203223,7.652647,-60.0,-0.07373678,0
-0.026322203,0.06713867,-0.1393127,0.06074078,6.8493667,-60.0,-0.0749361,0
-0.026586948,0.072509766,-0.13346171,0.067267336,6.747307,-60.0,-0.07276041,1
-0.031240877,0.079589844,-0.15248351,0.032975793,7.4602084,-60.0,-0.08360548,0
-0.017885745,0.072021484,-0.14861068,0.011145619,8.544936,-60.0,-0.08031126,0
-0.03253861,0.06738281,-0.13292362,0.054713305,6.953875,-60.0,-0.070693664,1
-0.048625335,0.08203125,-0.1587656,0.008523406,8.813167,-60.0,-0.08857636,0
-0.028971577,0.06933594,-0.14730695,0.07149558,6.686346,-60.0,-0.079200365,0
-0.013510521,0.06738281,-0.13550031,0.039942745,7.268535,-60.0,-0.07389994,0
-0.028691566,0.07055664,-0.1489175,0.04284532,7.1983857,-60.0,-0.07943925,0
-0.0012231736,0.068359375,-0.13466397,0.02905894,7.5866556,-60.0,-0.07311828,1
-0.02601347,0.07861328,-0.14962594,0.041562703,7.228779,-60.0,-0.08152492,0
-0.030570092,0.0703125,-0.15107913,0.032552887,7.473116,-60.0,-0.07992023,0
-0.048331287,0.078125,-0.15387739,0.03973356,7.273786,-60.0,-0.0854233,0
-0.042941343,0.07299805,-0.14487158,0.085122846,6.511886,-60.0,-0.078431375,0
-0.038466178,0.06958008,-0.13525057,0.05625108,6.9261565,-60.0,-0.07206238,0
-0.010393631,0.075683594,-0.14303958,0.011098042,8.549213,-60.0,-0.07961399,0
-0.032666236,0.059570312,-0.12678598,0.086715154,6.493353,-60.0,-0.06723647,1
-0.039086413,0.07739258,-0.15592693,0.028461533,7.6074286,-60.0,-0.08594997,0
-0.03143159,0.07495117,-0.13775985,0.08712457,6.4886427,-60.0,-0.07694567,0
-0.04450796,0.072509766,-0.15365653,0.029680667,7.5654864,-60.0,-0.08350054,0
-0.027153436,0.068359375,-0.13060546,0.10006589,6.3501525,-60.0,-0.071091406,1
-0.04247959,0.07080078,-0.14342366,0.08764637,6.4826713,-60.0,-0.07721046,0
-0.038132295,0.078125,-0.14626391,0.051322587,7.017851,-60.0,-0.08136483,0
-0.011222565,0.06982422,-0.13523374,0.016472142,8.154311,-60.0,-0.07434984,0
-0.033140015,0.07714844,-0.15735537,0.02611092,7.693629,-60.0,-0.08574973,0
-0.02834525,0.076171875,-0.15653495,0.024016222,7.7772527,-60.0,-0.08435452,0
-0.032444958,0.079589844,-0.15451089,0.04022816,7.261415,-60.0,-0.085296504,0
-0.0013183915,0.05493164,-0.11111111,0.036982257,7.345544,-60.0,-0.057591625,1
-0.025654117,0.07080078,-0.14059465,0.044115104,7.16918,-60.0,-0.07566577,0
-0.041469816,0.07104492,-0.1417852,0.108445846,6.26973,-60.0,-0.07728614,0
-0.0026773761,0.06689453,-0.13035782,0.025064476,7.7345304,-60.0,-0.07181393,1
-0.03464925,0.07739258,-0.14598787,0.05126754,7.018924,-60.0,-0.07939028,0
-0.042967886,0.079589844,-0.15457582,0.04392331,7.173537,-60.0,-0.08567839,0
-0.0468247,0.06982422,-0.15496454,0.035034556,7.399647,-60.0,-0.08062375,0
-0.022222223,0.07397461,-0.14483956,0.015029162,8.24599,-60.0,-0.08004909,0
-0.03916309,0.07373047,-0.15529753,0.012426046,8.436188,-60.0,-0.083976395,0
-0.035013262,0.07470703,-0.15199493,0.0726588,6.670207,-60.0,-0.080968656,0
-0.03353108,0.0769043,-0.14517115,0.08660808,6.4945884,-60.0,-0.07982709,0
-0.032058824,0.080322266,-0.15332048,0.040959414,7.2434006,-60.0,-0.08452793,0
-0.028332435,0.06591797,-0.14335608,0.031323116,7.511626,-60.0,-0.07653214,0
-0.012391863,0.0703125,-0.13931221,0.062004544,6.828774,-60.0,-0.075630255,0
-0.03342721,0.07446289,-0.15476887,0.0127706565,8.408833,-60.0,-0.08508591,0
-0.02230314,0.0769043,-0.14825374,0.028289583,7.6134887,-60.0,-0.08120805,0
-0.03470944,0.07495117,-0.15585643,0.013767912,8.333642,-60.0,-0.08369004,0
